last_name,first_name,gender,country,month,year,job,payment,rating
Knight,Mark,male,Jersey,2,2023,Site engineer,1905.08,9.2
James,Ryan,male,Jersey,2,2023,Mechanical engineer,2018.98,5.2
Cohen,Michael,male,Western Sahara,5,2021,Mechanical engineer,1923.05,6.4
Phillips,Adrian,male,Jersey,12,2022,Music tutor,2148.08,9.7
Sanchez,Robert,male,Samoa,1,2021,Homeopath,1798.06,8.7
Jacobs,Steven,male,Western Sahara,3,2020,Audiological scientist,2005.92,9.1
Garza,Kenneth,male,French Guiana,8,2022,Homeopath,1944.26,7.0
Jenkins,John,male,Samoa,7,2022,Homeopath,2062.31,7.8
Thomas,Jacob,male,Western Sahara,5,2021,Mechanical engineer,2039.79,5.4
Perez,John,male,Samoa,4,2022,Site engineer,2155.11,9.8
Graves,Anthony,male,Brazil,1,2021,Insurance risk surveyor,1972.19,7.3
Duarte,Scott,male,Samoa,6,2021,Site engineer,2086.24,9.7
Sellers,Joshua,male,Samoa,6,2022,Site engineer,2158.21,9.2
Tapia,William,male,Holy See (Vatican City State),12,2020,Homeopath,1844.01,9.4
Acosta,Christopher,female,Brazil,4,2020,Mechanical engineer,2079.33,7.6
Arroyo,Austin,male,Holy See (Vatican City State),8,2021,Music tutor,1930.37,10.0
Carter,James,male,Brazil,6,2021,Mechanical engineer,2148.94,5.2
Shelton,Joseph,male,Jersey,5,2022,Mechanical engineer,2189.08,6.5
Brooks,David,male,French Guiana,7,2020,Site engineer,1998.86,5.3
Hines,William,male,Brazil,6,2023,Mechanical engineer,2007.84,5.0
Hall,Patrick,male,Jersey,12,2022,Mechanical engineer,2177.89,6.8
Allen,Brian,male,Western Sahara,1,2020,Insurance risk surveyor,1904.93,9.6
Hall,Connor,male,Western Sahara,6,2021,Mechanical engineer,2083.79,9.8
Whitaker,Joshua,male,Samoa,5,2020,Music tutor,1952.1,6.1
Wright,Michael,male,Brazil,3,2020,Insurance risk surveyor,2066.83,8.8
Massey,Joseph,male,Brazil,9,2020,Site engineer,1768.91,5.6
Ward,Brandon,male,Jersey,2,2020,Homeopath,2140.97,9.5
Martinez,Gregory,male,French Guiana,4,2023,Site engineer,2088.89,7.2
Aguilar,Christopher,male,Samoa,9,2021,Homeopath,1987.36,6.2
Kelly,Mark,male,French Guiana,6,2023,Insurance risk surveyor,2177.82,5.1
Griffin,Kevin,male,Jersey,1,2021,Insurance risk surveyor,1921.86,8.5
Johnson,Jesus,male,Jersey,6,2022,Homeopath,2079.58,6.8
Hoffman,Luke,male,French Guiana,5,2020,Music tutor,1998.62,5.7
Wagner,Ryan,male,Brazil,7,2023,Mechanical engineer,1829.49,7.0
Palmer,Robert,male,Western Sahara,7,2020,Audiological scientist,1902.18,5.9
Taylor,Raymond,male,Jersey,4,2023,Site engineer,1868.58,7.1
Smith,Dale,male,Holy See (Vatican City State),10,2022,Homeopath,2156.43,9.7
Lewis,Russell,male,Jersey,6,2022,Homeopath,2127.23,9.2
Clark,Erik,male,Samoa,2,2022,Site engineer,2021.03,6.3
Lang,Christopher,male,Brazil,5,2022,Insurance risk surveyor,2076.58,10.0
Sampson,Anthony,male,Brazil,10,2020,Insurance risk surveyor,1999.75,7.0
Clark,Johnny,male,French Guiana,6,2022,Music tutor,2019.53,9.2
Cochran,Mario,male,Brazil,7,2020,Insurance risk surveyor,2052.11,5.7
Brock,Michael,male,Western Sahara,12,2022,Mechanical engineer,1959.62,8.2
Jennings,Jason,male,Jersey,8,2023,Site engineer,2029.92,9.4
Christensen,Peter,male,Jersey,3,2023,Audiological scientist,1958.44,6.8
Garcia,Ross,male,Jersey,7,2023,Mechanical engineer,1974.17,6.5
Vincent,Daryl,male,French Guiana,12,2020,Insurance risk surveyor,1896.58,9.3
Robinson,Michael,male,Brazil,3,2020,Site engineer,1988.58,7.5
Price,Aaron,male,Holy See (Vatican City State),8,2021,Audiological scientist,2096.71,9.6
Gray,Dustin,male,Western Sahara,9,2021,Insurance risk surveyor,2031.87,6.3
Miller,Thomas,male,Jersey,6,2022,Music tutor,2026.12,5.9
Johnson,Taylor,male,Brazil,7,2020,Insurance risk surveyor,1811.95,6.8
Cooper,Eric,male,Brazil,4,2023,Music tutor,1798.24,9.1
Haas,Brian,male,Samoa,2,2023,Insurance risk surveyor,2030.12,9.6
Vasquez,Steven,male,French Guiana,6,2021,Mechanical engineer,1883.82,9.3
Miller,Andrew,male,Jersey,4,2023,Mechanical engineer,1851.13,9.4
Craig,Nicholas,male,French Guiana,7,2022,Mechanical engineer,1993.3,5.1
Wagner,Tyler,male,French Guiana,7,2020,Site engineer,2004.8,7.5
Pacheco,Ryan,male,Jersey,8,2023,Site engineer,1865.83,9.0
Li,Mark,male,French Guiana,7,2021,Mechanical engineer,1919.01,8.5
Rich,Jeffery,male,French Guiana,5,2022,Homeopath,1925.85,8.8
Jones,Timothy,male,Holy See (Vatican City State),9,2022,Homeopath,1959.56,8.9
Romero,Ryan,female,Holy See (Vatican City State),8,2023,Mechanical engineer,1934.71,10.0
Leonard,Brian,male,Western Sahara,6,2022,Mechanical engineer,1880.96,8.4
Romero,Mike,male,Brazil,3,2023,Music tutor,1988.57,5.8
Hernandez,Thomas,male,Brazil,11,2021,Audiological scientist,2038.0,7.9
Potter,John,male,French Guiana,4,2021,Music tutor,2088.28,9.6
Vasquez,Matthew,male,Jersey,7,2022,Homeopath,2103.63,6.5
Pierce,David,male,Western Sahara,4,2022,Mechanical engineer,1998.19,9.7
Gonzalez,Sean,male,Jersey,10,2023,Homeopath,2079.36,7.9
Reid,Eric,male,Brazil,2,2022,Homeopath,1906.32,5.1
Fields,Joshua,male,Holy See (Vatican City State),6,2023,Mechanical engineer,2091.22,8.0
Wall,Edward,male,Holy See (Vatican City State),7,2023,Insurance risk surveyor,1975.81,10.0
Valenzuela,Vincent,male,Holy See (Vatican City State),1,2021,Site engineer,1836.35,8.2
Greene,Michael,male,Holy See (Vatican City State),5,2020,Music tutor,2028.25,10.0
Vang,Jeffrey,male,Western Sahara,8,2020,Audiological scientist,2061.32,7.0
Cook,Joshua,male,Western Sahara,9,2020,Mechanical engineer,2006.21,5.4
Adams,Roy,male,Brazil,10,2021,Mechanical engineer,2125.39,8.3
Moore,Christopher,male,Western Sahara,12,2020,Mechanical engineer,2195.54,9.4
Carter,Brian,male,Brazil,5,2020,Insurance risk surveyor,2162.71,8.2
Myers,David,male,French Guiana,10,2021,Mechanical engineer,1974.69,9.0
Hines,Matthew,male,Holy See (Vatican City State),12,2023,Mechanical engineer,2077.23,10.0
Harmon,Christopher,male,Holy See (Vatican City State),9,2023,Mechanical engineer,2099.66,7.5
Brooks,Paul,male,Jersey,4,2023,Mechanical engineer,2015.29,6.6
Mayo,Andrew,male,French Guiana,12,2022,Site engineer,1931.43,6.7
Nelson,Brandon,male,Brazil,10,2021,Homeopath,2043.4,9.5
Parker,Tyler,male,Holy See (Vatican City State),1,2021,Homeopath,1977.23,10.0
Davis,Dakota,male,Holy See (Vatican City State),10,2022,Homeopath,1903.05,10.0
Bell,Jeremy,female,Brazil,5,2021,Homeopath,2038.47,5.3
Holmes,Andrew,male,Brazil,12,2021,Site engineer,2086.72,9.8
Perry,Alex,male,Jersey,1,2022,Homeopath,2015.27,9.2
Allen,Rodney,male,Brazil,5,2022,Music tutor,1961.12,9.6
Gibbs,Alexander,male,Holy See (Vatican City State),5,2021,Homeopath,1977.91,8.9
Berry,Mitchell,male,Jersey,2,2023,Mechanical engineer,1963.61,6.3
Johnson,Eric,male,Western Sahara,3,2023,Site engineer,1854.15,7.6
Davis,Kenneth,male,Holy See (Vatican City State),6,2021,Music tutor,2021.31,7.0
Watts,Danny,male,Western Sahara,6,2023,Mechanical engineer,2314.87,5.9
Barker,Barry,male,Samoa,7,2020,Homeopath,2113.99,9.0
Larsen,Douglas,male,Brazil,5,2020,Insurance risk surveyor,2072.23,8.7
Day,Cody,male,Jersey,8,2022,Site engineer,2011.61,8.7
Orozco,Alexander,male,French Guiana,4,2021,Insurance risk surveyor,1797.77,9.8
Scott,Jeremy,male,Samoa,2,2022,Mechanical engineer,2044.81,5.4
Alexander,Phillip,male,Samoa,7,2023,Site engineer,1918.07,6.8
Hernandez,Jonathan,male,French Guiana,7,2023,Insurance risk surveyor,2021.16,7.2
Morse,Danny,female,French Guiana,8,2023,Homeopath,2008.19,9.6
Brewer,James,male,Brazil,6,2022,Audiological scientist,1928.79,5.5
Anderson,William,male,French Guiana,6,2020,Site engineer,2048.31,9.8
Williamson,Joseph,male,Jersey,10,2022,Music tutor,1940.75,8.7
Bryant,Sean,male,Jersey,4,2022,Mechanical engineer,2025.11,8.2
Goodwin,Scott,male,Holy See (Vatican City State),3,2023,Homeopath,2162.63,10.0
Butler,Andrew,male,Brazil,11,2022,Homeopath,1936.13,6.5
Johnston,Robert,male,Samoa,6,2021,Homeopath,1925.57,5.6
Johnson,Joshua,male,Brazil,6,2021,Audiological scientist,2001.58,8.3
Molina,Donald,male,Holy See (Vatican City State),6,2021,Mechanical engineer,2050.81,8.7
Williams,Richard,male,Jersey,12,2020,Homeopath,2077.14,8.1
Johnson,Luke,female,Western Sahara,9,2022,Mechanical engineer,1988.76,6.3
Barnes,Mike,male,Holy See (Vatican City State),1,2022,Mechanical engineer,1983.09,8.5
Hardy,Patrick,male,French Guiana,2,2023,Site engineer,1871.26,5.8
Williams,Gregory,male,French Guiana,8,2022,Music tutor,2049.86,9.9
Smith,Robert,male,Samoa,8,2021,Music tutor,2041.29,7.4
Davis,Justin,male,Holy See (Vatican City State),7,2020,Mechanical engineer,2085.18,7.2
Holmes,Robert,male,Samoa,6,2022,Insurance risk surveyor,2009.17,7.6
Payne,Ryan,male,Brazil,5,2022,Mechanical engineer,2012.78,9.2
Carpenter,Robert,male,French Guiana,11,2023,Mechanical engineer,2055.42,9.3
Banks,Ruben,male,Holy See (Vatican City State),4,2020,Site engineer,2019.0,7.3
Porter,Brandon,male,Western Sahara,4,2023,Site engineer,1977.0,5.7
Rice,Matthew,male,Brazil,11,2021,Mechanical engineer,1870.59,10.0
Thompson,Brandon,male,Holy See (Vatican City State),12,2021,Insurance risk surveyor,1812.59,10.0
James,Juan,male,Holy See (Vatican City State),4,2023,Homeopath,1879.43,8.5
Mckay,Frederick,male,Western Sahara,6,2020,Site engineer,2005.1,9.9
Clark,Tyler,male,Holy See (Vatican City State),2,2021,Insurance risk surveyor,1979.15,10.0
Smith,Joseph,male,Jersey,6,2021,Audiological scientist,1948.57,7.9
Stewart,Devon,male,Holy See (Vatican City State),6,2022,Music tutor,1789.78,9.1
Cruz,Benjamin,male,Jersey,7,2023,Site engineer,2033.38,5.6
Thomas,Derrick,female,French Guiana,11,2021,Insurance risk surveyor,2073.28,9.7
Green,Jason,male,French Guiana,8,2021,Homeopath,1976.7,8.8
Washington,Carlos,male,Holy See (Vatican City State),12,2020,Music tutor,2040.51,9.8
Martin,Matthew,male,Brazil,6,2023,Homeopath,1811.92,6.4
Diaz,Robert,male,Brazil,8,2021,Audiological scientist,2007.51,9.9
Hardy,Ian,male,French Guiana,7,2023,Insurance risk surveyor,1966.4,7.8
Harper,Lee,male,Holy See (Vatican City State),8,2022,Site engineer,2095.7,9.8
Whitehead,Kirk,male,French Guiana,2,2020,Insurance risk surveyor,2008.55,9.5
Richardson,Ian,male,Samoa,6,2020,Homeopath,1788.24,9.0
Hoffman,Jared,male,Brazil,8,2021,Site engineer,2049.91,8.1
Singh,Alexander,male,French Guiana,4,2021,Music tutor,1793.14,5.4
Cooper,Clayton,male,Holy See (Vatican City State),1,2021,Music tutor,2077.7,8.9
Cook,Samuel,male,Jersey,8,2020,Music tutor,2135.69,8.9
Garcia,Jeffrey,male,Holy See (Vatican City State),1,2020,Audiological scientist,2062.15,10.0
Martinez,William,male,Holy See (Vatican City State),3,2022,Music tutor,2179.03,10.0
Wilson,Cameron,male,Jersey,1,2021,Site engineer,1849.24,5.2
Bryant,Miguel,male,Brazil,7,2022,Homeopath,1967.83,6.7
Vincent,Austin,male,French Guiana,6,2023,Music tutor,1958.59,5.1
Ortiz,Jack,male,Jersey,2,2021,Mechanical engineer,2084.51,5.9
Contreras,Chad,male,French Guiana,5,2021,Site engineer,2017.56,7.0
Potter,Eric,male,Brazil,5,2021,Mechanical engineer,1996.89,6.8
Brown,Jose,male,Holy See (Vatican City State),8,2020,Site engineer,1797.61,9.1
Nguyen,Justin,male,Brazil,7,2023,Audiological scientist,1903.19,9.1
Grimes,Joe,male,Brazil,9,2022,Mechanical engineer,1901.53,5.7
Sanchez,Gerald,male,French Guiana,10,2023,Audiological scientist,2031.61,9.9
Robbins,Corey,male,Holy See (Vatican City State),2,2023,Mechanical engineer,1991.72,10.0
Lindsey,Richard,male,Samoa,12,2021,Homeopath,1954.5,5.7
Gomez,Jonathan,male,Brazil,6,2020,Mechanical engineer,2125.06,5.9
Long,Christopher,female,Holy See (Vatican City State),1,2022,Site engineer,1892.36,10.0
Liu,Nathan,male,Samoa,7,2023,Homeopath,1891.34,8.5
Moore,Benjamin,male,Holy See (Vatican City State),11,2020,Homeopath,2152.71,7.1
Pace,Brian,male,French Guiana,9,2023,Mechanical engineer,2124.01,7.2
Stone,Randy,male,Holy See (Vatican City State),1,2022,Mechanical engineer,2084.79,10.0
Weber,Todd,male,Jersey,5,2020,Mechanical engineer,1997.78,9.0
Garza,David,male,Brazil,8,2021,Insurance risk surveyor,2123.9,8.5
Thomas,Ronald,female,Brazil,10,2020,Music tutor,1937.23,7.0
Johnson,Michael,male,Western Sahara,10,2020,Site engineer,2061.48,6.2
Townsend,Nicholas,male,French Guiana,6,2023,Site engineer,1984.65,8.1
Lara,Jeremiah,male,Western Sahara,5,2021,Homeopath,2028.2,6.2
Rubio,Charles,male,Brazil,7,2023,Mechanical engineer,2071.8,8.9
Hayden,Juan,male,Brazil,7,2023,Site engineer,1953.06,9.9
Jones,Lance,female,Brazil,2,2021,Insurance risk surveyor,1998.88,7.7
Young,Robert,male,French Guiana,9,2020,Mechanical engineer,2105.2,6.6
Larson,Nicholas,male,French Guiana,7,2022,Music tutor,2121.96,9.1
Hammond,Thomas,male,French Guiana,5,2021,Insurance risk surveyor,2042.66,6.8
Vasquez,Christopher,male,Holy See (Vatican City State),8,2020,Homeopath,1944.18,10.0
Hawkins,Michael,male,Brazil,4,2021,Insurance risk surveyor,2038.74,5.0
Fisher,Mark,male,Holy See (Vatican City State),7,2021,Mechanical engineer,1905.24,7.7
Nelson,Chad,male,Jersey,3,2023,Mechanical engineer,2108.55,5.1
Ayers,Joshua,male,Holy See (Vatican City State),9,2020,Mechanical engineer,1895.46,10.0
Mcdonald,Eric,male,French Guiana,5,2022,Site engineer,1850.27,5.8
Green,Jeremy,male,Samoa,5,2022,Site engineer,2140.43,5.5
Humphrey,Jordan,male,Brazil,1,2022,Site engineer,2060.91,7.0
Johnson,Robert,male,Samoa,12,2022,Mechanical engineer,2071.64,8.9
Taylor,Jeremy,male,Western Sahara,7,2023,Mechanical engineer,2068.99,8.2
Andrews,Eugene,male,Samoa,3,2023,Site engineer,2108.94,7.3
Smith,Michael,male,Brazil,2,2022,Site engineer,2074.93,9.7
Petersen,Keith,male,French Guiana,5,2021,Homeopath,1845.35,8.9
Rogers,Walter,male,Holy See (Vatican City State),5,2020,Homeopath,1888.83,8.6
Boyd,Matthew,male,French Guiana,12,2021,Homeopath,1849.09,6.0
Crawford,Joshua,male,Holy See (Vatican City State),10,2020,Insurance risk surveyor,1933.69,9.9
Watson,Cristian,male,Western Sahara,10,2020,Mechanical engineer,2023.34,7.5
Lee,Theodore,male,Western Sahara,1,2020,Mechanical engineer,2013.98,8.2
Preston,Kyle,male,Brazil,4,2020,Site engineer,1981.93,6.0
Harrison,Timothy,male,Jersey,5,2020,Homeopath,2139.08,6.3
Hancock,Daniel,male,Jersey,2,2022,Homeopath,2032.16,7.4
Robinson,Brandon,male,French Guiana,12,2023,Audiological scientist,2034.56,6.7
Spears,Jacob,male,Jersey,3,2022,Site engineer,1862.5,9.6
Castillo,Joseph,male,Samoa,9,2023,Insurance risk surveyor,1985.12,9.6
Olson,Kirk,male,Western Sahara,10,2023,Site engineer,1917.52,9.0
Fischer,Michael,male,Holy See (Vatican City State),8,2021,Mechanical engineer,2007.69,10.0
